Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
1/19/2015	Jan-15	4673  FANNING DR	SINGLE FAMILY		ANTIOCH	1/19/2015	1	Jan	85	2015	8	85000	85	20150121-0005842	No	No	0.085							
1/19/2015	Jan-15	1520  BRIDGECREST DR	SINGLE FAMILY		ANTIOCH	1/19/2015	1	Jan	165	2015	8	165000	165	20150121-0005909	No	No	0.165							
1/19/2015	Jan-15	936  1ST AVE N	RESIDENTIAL CONDO		NASHVILLE	1/19/2015	1	Jan	140	2015	9	140000	140	20150123-0006962	No	No	0.14							
1/20/2015	Jan-15	3714  TIBBS DR	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	135	2015	1	135000	135	20150122-0006191	No	No	0.135							
1/20/2015	Jan-15	697  HARDING PL	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	232	2015	1	232000	232	20150122-0006235	No	No	0.232							
1/20/2015	Jan-15	7218  ALTHORP WAY	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	175	2015	1	175000	175	20150123-0006851	No	No	0.175							
1/20/2015	Jan-15	5641  DEER VALLEY TRL	SINGLE FAMILY		ANTIOCH	1/20/2015	1	Jan	229.4	2015	1	229400	229.4	20150122-0006490	No	No	0.2294							
1/20/2015	Jan-15	7201  SMOKEY HILL RD	SINGLE FAMILY		ANTIOCH	1/20/2015	1	Jan	250	2015	1	250000	250	20150123-0006845	No	No	0.25							
1/20/2015	Jan-15	2223  11TH AVE S	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	200	2015	2	200000	200	20150121-0005689	No	No	0.2							
1/20/2015	Jan-15	112  KENNER AVE	RESIDENTIAL CONDO		NASHVILLE	1/20/2015	1	Jan	618	2015	2	618000	618	20150129-0008468	No	No	0.618							
1/20/2015	Jan-15	5606 B  LOUISIANA AVE	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	329.9	2015	3	329900	329.9	20150123-0006578	No	No	0.3299							
1/20/2015	Jan-15	711  44TH AVE N	RESIDENTIAL CONDO		NASHVILLE	1/20/2015	1	Jan	295	2015	3	295000	295	20150123-0006839	No	No	0.295							
1/20/2015	Jan-15	3026  INDIANA AVE	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	62.5	2015	3	62500	62.5	20150126-0007406	No	No	0.0625							
1/20/2015	Jan-15	1613  CUMBERLAND STATION BLVD	SINGLE FAMILY		MADISON	1/20/2015	1	Jan	136	2015	6	136000	136	20150123-0006735	No	No	0.136							
1/20/2015	Jan-15	1010 B  VIRGINIA AVE	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	242.5	2015	6	242500	242.5	20150121-0005782	No	No	0.2425							
1/20/2015	Jan-15	1423  MONETTA AVE	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	110	2015	6	110000	110	20150212-0012944	No	No	0.11							
1/20/2015	Jan-15	1513  DUGGER DR	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	159	2015	6	159000	159	20150128-0007943	No	No	0.159							
1/20/2015	Jan-15	1404  GREENWOOD AVE	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	410	2015	6	410000	410	20150127-0007671	No	No	0.41							
1/20/2015	Jan-15	1114  CALVIN AVE	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	207.321	2015	6	207321	207.321	20150121-0005957	No	No	0.207321							
1/20/2015	Jan-15	800  CRESCENT HILL RD	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	219	2015	6	219000	219	20150123-0006691	No	No	0.219							
1/20/2015	Jan-15	854  BETH DR	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	275	2015	6	275000	275	20150127-0007669	No	No	0.275							
1/20/2015	Jan-15	710  S 13TH ST	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	115	2015	6	115000	115	20150123-0006620	No	No	0.115							
1/20/2015	Jan-15	4529  HAWTHORN DR	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	200	2015	7	200000	200	20150212-0012985	No	No	0.2							
1/20/2015	Jan-15	2806  SURREY RD	SINGLE FAMILY		NASHVILLE	1/20/2015	1	Jan	98	2015	7	98000	98	20150128-0008048	No	No	0.098							
1/20/2015	Jan-15	4540  HAMILTON LN	SINGLE FAMILY		ANTIOCH	1/20/2015	1	Jan	170	2015	8	170000	170	20150122-0006432	No	No	0.17							
1/20/2015	Jan-15	1421  ROCKGLADE RUN	SINGLE FAMILY		ANTIOCH	1/20/2015	1	Jan	159.33	2015	8	159330	159.33	20150127-0007589	No	No	0.15933							
1/20/2015	Jan-15	408  MOSSY OAK TRL	SINGLE FAMILY		ANTIOCH	1/20/2015	1	Jan	170	2015	8	170000	170	20150126-0007431	No	No	0.17							
1/20/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1801	NASHVILLE	1/20/2015	1	Jan	1024	2015	9	1024000	1024	20150121-0006043	No	No	1.024							
1/20/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1804	NASHVILLE	1/20/2015	1	Jan	672.659	2015	9	672659	672.659	20150121-0006045	No	No	0.672659							
1/20/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1812	NASHVILLE	1/20/2015	1	Jan	319	2015	9	319000	319	20150121-0006051	No	No	0.319							
1/20/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1815	NASHVILLE	1/20/2015	1	Jan	601.01	2015	9	601010	601.01	20150121-0006049	No	No	0.60101							
1/20/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1902	NASHVILLE	1/20/2015	1	Jan	830.597	2015	9	830597	830.597	20150121-0006018	No	No	0.830597							
1/20/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1913	NASHVILLE	1/20/2015	1	Jan	548.25	2015	9	548250	548.25	20150121-0006017	No	No	0.54825							
1/21/2015	Jan-15	5  TRIMBLE ST	RESIDENTIAL COMBO/MISC		NASHVILLE	1/21/2015	1	Jan	292.005	2015	1	292005	292.005	20150122-0006496	No	Yes	0.292005							
1/21/2015	Jan-15	7  TRIMBLE ST	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	292.005	2015	1	292005	292.005	20150122-0006496	No	Yes	0.292005							
1/21/2015	Jan-15	2204  SANDRA DR	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	33.333	2015	1	33333	33.333	20150223-0015121	No	No	0.033333							
1/21/2015	Jan-15	266  TANKSLEY AVE	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	38.774	2015	1	38774	38.774	20150122-0006296	No	No	0.038774							
1/21/2015	Jan-15	208  HEARTHSTONE MANOR LN	RESIDENTIAL CONDO		BRENTWOOD	1/21/2015	1	Jan	225	2015	1	225000	225	20150123-0006857	No	No	0.225							
1/21/2015	Jan-15	5136  ENGLISH VILLAGE DR	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	290	2015	1	290000	290	20150126-0007372	No	No	0.29							
1/21/2015	Jan-15	921  FALLVIEW TRL	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	170	2015	1	170000	170	20150127-0007674	No	No	0.17							
1/21/2015	Jan-15	2356  FOREST LAKE DR	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	300	2015	1	300000	300	20150127-0007799	No	No	0.3							
1/21/2015	Jan-15	6634  SUNNYWOOD DR	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	262.9	2015	1	262900	262.9	20150126-0007168	No	No	0.2629							
1/21/2015	Jan-15	1112  ARGYLE AVE	DUPLEX		NASHVILLE	1/21/2015	1	Jan	170	2015	2	170000	170	20150123-0006808	No	No	0.17							
1/21/2015	Jan-15	320  OLD HICKORY BLVD	RESIDENTIAL CONDO	1200	NASHVILLE	1/21/2015	1	Jan	205	2015	2	205000	205	20150123-0006975	No	No	0.205							
1/21/2015	Jan-15	2948  GLENWAY DR	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	267.5	2015	2	267500	267.5	20150123-0006670	No	No	0.2675							
1/21/2015	Jan-15	6232  HILLSBORO PIKE	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	850	2015	2	850000	850	20150127-0007585	No	No	0.85							
1/21/2015	Jan-15	612  COMET DR	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	205	2015	3	205000	205	20150123-0006966	No	No	0.205							
1/21/2015	Jan-15	2701  MEHARRY BLVD	DUPLEX		NASHVILLE	1/21/2015	1	Jan	56	2015	3	56000	56	20150126-0007153	No	No	0.056							
1/21/2015	Jan-15	337  HICKORY ST	SINGLE FAMILY		MADISON	1/21/2015	1	Jan	91.3	2015	6	91300	91.3	20150122-0006473	No	No	0.0913							
1/21/2015	Jan-15	3705  BURRUS ST	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	309.9	2015	6	309900	309.9	20150123-0006954	No	No	0.3099							
1/21/2015	Jan-15	112  JACKSONIAN DR	SINGLE FAMILY		HERMITAGE	1/21/2015	1	Jan	149.9	2015	7	149900	149.9	20150123-0006711	No	No	0.1499							
1/21/2015	Jan-15	2549  HIBBITTS RD	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	125	2015	7	125000	125	20150122-0006421	No	No	0.125							
1/21/2015	Jan-15	2618  EDGE O LAKE DR	SINGLE FAMILY		NASHVILLE	1/21/2015	1	Jan	157.4	2015	8	157400	157.4	20150127-0007796	No	No	0.1574							
1/21/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1705	NASHVILLE	1/21/2015	1	Jan	599.75	2015	9	599750	599.75	20150123-0006539	No	No	0.59975							
1/21/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	2002	NASHVILLE	1/21/2015	1	Jan	829.307	2015	9	829307	829.307	20150126-0007468	No	No	0.829307							
1/21/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	2304	NASHVILLE	1/21/2015	1	Jan	1594.102	2015	9	1594102	1594.102	20150123-0006956	No	No	1.594102							
1/22/2015	Jan-15	2929  SELENA DR	RESIDENTIAL CONDO	130	NASHVILLE	1/22/2015	1	Jan	48	2015	1	48000	48	20150127-0007785	No	No	0.048							
1/22/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	E-7	NASHVILLE	1/22/2015	1	Jan	38.5	2015	1	38500	38.5	20150126-0007125	No	No	0.0385							
1/22/2015	Jan-15	495  ELLENWOOD DR	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	197	2015	1	197000	197	20150127-0007643	No	No	0.197							
1/22/2015	Jan-15	1345  BELL RD	RESIDENTIAL CONDO	322	ANTIOCH	1/22/2015	1	Jan	124.9	2015	1	124900	124.9	20150130-0008964	No	No	0.1249							
1/22/2015	Jan-15	4741  STERLING CROSS	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	425	2015	1	425000	425	20150126-0007259	No	No	0.425							
1/22/2015	Jan-15	224  WILSONIA AVE	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	499	2015	2	499000	499	20150123-0006707	No	No	0.499							
1/22/2015	Jan-15	2020  BEECH AVE	RESIDENTIAL CONDO	C15	NASHVILLE	1/22/2015	1	Jan	135	2015	2	135000	135	20150204-0010541	No	No	0.135							
1/22/2015	Jan-15	215  WESTCHASE DR	RESIDENTIAL CONDO		NASHVILLE	1/22/2015	1	Jan	235	2015	2	235000	235	20150123-0006704	No	No	0.235							
1/22/2015	Jan-15	2051  LOMBARDY AVE	RESIDENTIAL CONDO		NASHVILLE	1/22/2015	1	Jan	266.75	2015	2	266750	266.75	20150126-0007127	No	No	0.26675							
1/22/2015	Jan-15	5012  HIGH VALLEY DR	SINGLE FAMILY		BRENTWOOD	1/22/2015	1	Jan	800	2015	2	800000	800	20150128-0007950	No	No	0.8							
1/22/2015	Jan-15	2702  MEHARRY BLVD	DUPLEX		NASHVILLE	1/22/2015	1	Jan	64	2015	3	64000	64	20150126-0007172	No	No	0.064							
1/22/2015	Jan-15	305  PARMLEY LN	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	260.049	2015	4	260049	260.049	20150123-0006716	No	No	0.260049							
1/22/2015	Jan-15	420  WALTON LN	RESIDENTIAL CONDO	A-4	MADISON	1/22/2015	1	Jan	53	2015	6	53000	53	20150128-0007988	No	No	0.053							
1/22/2015	Jan-15	1206  STAINBACK AVE	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	332	2015	6	332000	332	20150123-0006946	No	No	0.332							
1/22/2015	Jan-15	1218  N 7TH ST	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	291.9	2015	6	291900	291.9	20150123-0006674	No	No	0.2919							
1/22/2015	Jan-15	2719  BOBBY AVE	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	150	2015	6	150000	150	20150128-0007968	No	No	0.15							
1/22/2015	Jan-15	1121  N 7TH ST	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	30	2015	6	30000	30	20150127-0007802	No	No	0.03							
1/22/2015	Jan-15	919  W EASTLAND AVE	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	191	2015	6	191000	191	20150126-0007092	No	No	0.191							
1/22/2015	Jan-15	910  S 13TH ST	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	40	2015	6	40000	40	20150127-0007807	No	No	0.04							
1/22/2015	Jan-15	1233  ALANDEE ST	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	134	2015	7	134000	134	20150123-0006811	No	No	0.134							
1/22/2015	Jan-15	832  STONE HEDGE CT	SINGLE FAMILY		OLD HICKORY	1/22/2015	1	Jan	136.9	2015	7	136900	136.9	20150123-0006759	No	No	0.1369							
1/22/2015	Jan-15	751  TULIP GROVE RD	RESIDENTIAL CONDO	1105	HERMITAGE	1/22/2015	1	Jan	129	2015	7	129000	129	20150128-0008021	No	No	0.129							
1/22/2015	Jan-15	4831  SHADOWLAWN DR	SINGLE FAMILY		HERMITAGE	1/22/2015	1	Jan	94	2015	7	94000	94	20150128-0007854	No	No	0.094							
1/22/2015	Jan-15	3256  KNOBVIEW DR	SINGLE FAMILY		NASHVILLE	1/22/2015	1	Jan	205	2015	7	205000	205	20150126-0007155	No	No	0.205							
1/22/2015	Jan-15	1000  DRUMMOND DR	DUPLEX		NASHVILLE	1/22/2015	1	Jan	89.2	2015	8	89200	89.2	20150128-0008141	No	No	0.0892							
1/22/2015	Jan-15	1212  LAUREL ST	RESIDENTIAL CONDO	1202	NASHVILLE	1/22/2015	1	Jan	785	2015	9	785000	785	20150127-0007502	No	No	0.785							
1/23/2015	Jan-15	524  WEDGEWOOD AVE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	400	2015	1	400000	400	20150128-0008014	No	No	0.4							
1/23/2015	Jan-15	2197  NOLENSVILLE PIKE	RESIDENTIAL CONDO	113	NASHVILLE	1/23/2015	1	Jan	94.9	2015	1	94900	94.9	20150126-0007149	No	No	0.0949							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	D-1	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	D-4	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	D-2	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	D-9	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	E-29	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	G-15	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	H-4	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	H-19	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	H-2	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	H-10	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-1	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-7	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-16	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-4	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-5	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-13	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-14	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-2	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-3	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-8	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-9	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-10	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-11	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	J-17	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	K-5	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	K-15	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	K-9	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	M-7	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	M-24	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	M-25	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	M-29	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	O-16	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	270  TAMPA DR	RESIDENTIAL CONDO	O-8	NASHVILLE	1/23/2015	1	Jan	401	2015	1	401000	401	20150128-0008278	No	Yes	0.401							
1/23/2015	Jan-15	557  WHISPERING HILLS DR	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	177.9	2015	1	177900	177.9	20150123-0006963	No	No	0.1779							
1/23/2015	Jan-15	5421  FREDERICKSBURG WAY W	SINGLE FAMILY		BRENTWOOD	1/23/2015	1	Jan	316	2015	1	316000	316	20150128-0008050	No	No	0.316							
1/23/2015	Jan-15	4828  AARON DR	SINGLE FAMILY		ANTIOCH	1/23/2015	1	Jan	209.9	2015	1	209900	209.9	20150127-0007664	No	No	0.2099							
1/23/2015	Jan-15	5562  OAK CHASE DR	SINGLE FAMILY		ANTIOCH	1/23/2015	1	Jan	205	2015	1	205000	205	20150126-0007362	No	No	0.205							
1/23/2015	Jan-15	6725  SUNNYWOOD DR	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	174.679	2015	1	174679	174.679	20150126-0007365	No	No	0.174679							
1/23/2015	Jan-15	237  CHEROKEE RD	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	550	2015	2	550000	550	20150127-0007732	No	No	0.55							
1/23/2015	Jan-15	136  WEST END PL	RESIDENTIAL CONDO		NASHVILLE	1/23/2015	1	Jan	192	2015	2	192000	192	20150127-0007521	No	No	0.192							
1/23/2015	Jan-15	2215  WESTVIEW DR	RESIDENTIAL CONDO		NASHVILLE	1/23/2015	1	Jan	303	2015	2	303000	303	20150130-0008931	No	No	0.303							
1/23/2015	Jan-15	512  CHESTERFIELD AVE	RESIDENTIAL CONDO	C3	NASHVILLE	1/23/2015	1	Jan	204.9	2015	2	204900	204.9	20150126-0007378	No	No	0.2049							
1/23/2015	Jan-15	748  WEDGEWOOD PARK	RESIDENTIAL CONDO		NASHVILLE	1/23/2015	1	Jan	315	2015	2	315000	315	20150128-0008062	No	No	0.315							
1/23/2015	Jan-15	2025  WOODMONT BLVD	RESIDENTIAL CONDO	303	NASHVILLE	1/23/2015	1	Jan	153.9	2015	2	153900	153.9	20150128-0007844	No	No	0.1539							
1/23/2015	Jan-15	3499  GRANNY WHITE PIKE	RESIDENTIAL CONDO		NASHVILLE	1/23/2015	1	Jan	455	2015	2	455000	455	20150128-0008008	No	No	0.455							
1/23/2015	Jan-15	7005  WATERBURY PT	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	315	2015	2	315000	315	20150128-0008122	No	No	0.315							
1/23/2015	Jan-15	8184  LONDONBERRY RD	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	319	2015	2	319000	319	20150128-0008076	No	No	0.319							
1/23/2015	Jan-15	5008  RAGLAND DR	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	374.9	2015	2	374900	374.9	20150127-0007794	No	No	0.3749							
1/23/2015	Jan-15	105  TULIPTREE CT	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	275.65	2015	2	275650	275.65	20150128-0007948	No	No	0.27565							
1/23/2015	Jan-15	7212  POPLAR CREEK TRCE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	235	2015	2	235000	235	20150123-0006823	No	No	0.235							
1/23/2015	Jan-15	2401  SANTI AVE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	44.107	2015	3	44107	44.107	20150126-0007322	No	No	0.044107							
1/23/2015	Jan-15	4802 B  ILLINOIS AVE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	305	2015	3	305000	305	20150127-0007596	No	No	0.305							
1/23/2015	Jan-15	1075  RIVERSPRING DR	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	223.5	2015	3	223500	223.5	20150126-0007177	No	No	0.2235							
1/23/2015	Jan-15	3011  DOAK AVE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	69.9	2015	4	69900	69.9	20150127-0007598	No	No	0.0699							
1/23/2015	Jan-15	2104  QUAIL RIDGE DR	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	134.9	2015	5	134900	134.9	20150128-0007926	No	No	0.1349							
1/23/2015	Jan-15	1640  LIBERTY HILL DR	SINGLE FAMILY		MADISON	1/23/2015	1	Jan	100	2015	6	100000	100	20150127-0007810	No	No	0.1							
1/23/2015	Jan-15	230  HARRIS ST	DUPLEX		MADISON	1/23/2015	1	Jan	84	2015	6	84000	84	20150127-0007631	No	No	0.084							
1/23/2015	Jan-15	924  SANTA MARIA CV	SINGLE FAMILY		MADISON	1/23/2015	1	Jan	135	2015	6	135000	135	20150130-0008899	No	No	0.135							
1/23/2015	Jan-15	1900  GRANTS PASS	SINGLE FAMILY		MADISON	1/23/2015	1	Jan	150	2015	6	150000	150	20150204-0010377	No	No	0.15							
1/23/2015	Jan-15	703  MAPLEWOOD LN	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	134	2015	6	134000	134	20150127-0008717	No	No	0.134							
1/23/2015	Jan-15	4300  SAUNDERS AVE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	184.9	2015	6	184900	184.9	20150126-0007275	No	No	0.1849							
1/23/2015	Jan-15	3713  HILLTOP LN	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	62	2015	6	62000	62	20150203-0009861	No	No	0.062							
1/23/2015	Jan-15	2607  NELDIA CT	RESIDENTIAL COMBO/MISC		NASHVILLE	1/23/2015	1	Jan	60	2015	6	60000	60	20150123-0006944	No	No	0.06							
1/23/2015	Jan-15	1519 A  STRAIGHTWAY AVE	RESIDENTIAL CONDO		NASHVILLE	1/23/2015	1	Jan	369.9	2015	6	369900	369.9	20150128-0008005	No	No	0.3699							
1/23/2015	Jan-15	917  SHARPE AVE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	105	2015	6	105000	105	20150128-0008149	No	No	0.105							
1/23/2015	Jan-15	2403  CARTER AVE	SINGLE FAMILY		NASHVILLE	1/23/2015	1	Jan	180	2015	6	180000	180	20150126-0007449	No	No	0.18							
1/23/2015	Jan-15	2004  FRANKLIN AVE	RESIDENTIAL CONDO		NASHVILLE	1/23/2015	1	Jan	439.934	2015	6	439934	439.934	20150126-0007133	No	No	0.439934							
1/23/2015	Jan-15	2307  OAK CT	DUPLEX		NASHVILLE	1/23/2015	1	Jan	147.5	2015	6	147500	147.5	20150130-0008864	No	No	0.1475							
