Zone	Parcel ID	Land Use	Property Address	Suite/ Condo   #	Property City	Sale Date	Sale Month	Month	Sale Day	sale year	date	value	Sale Group	Legal Reference	Sold As Vacant	Multiple Parcels Involved in Sale
2	145 11 0 014.00	SINGLE FAMILY	1131  STONEWALL JACKSON CT		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	567000		20150407-0030382	No	No
3	081 03 0 199.00	SINGLE FAMILY	2114  14TH AVE N		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	75000		20150326-0025932	No	No
3	081 03 0 199.00	SINGLE FAMILY	2114  14TH AVE N		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	78500		20150326-0025950	No	No
3	081 07 0 288.00	SINGLE FAMILY	1927  14TH AVE N		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	65000		20150326-0025956	No	No
3	081 07 0 288.00	SINGLE FAMILY	1927  14TH AVE N		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	60000		20150326-0025953	No	No
3	081 12 0 200.00	SINGLE FAMILY	1536  12TH AVE N		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	58000		20150323-0024553	No	No
3	081 12 0 200.00	SINGLE FAMILY	1536  12TH AVE N		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	24000		20150323-0024458	No	No
3	091 06 0 043.00	SINGLE FAMILY	902  MARILYN RD		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	95000		20150323-0024714	No	No
3	092 05 0 319.00	SINGLE FAMILY	3216  TORBETT ST		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	40000		20150324-0025160	No	No
3	126 15 0B 311.00	SINGLE FAMILY	8113  BOONE TRCE		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	224500		20150320-0024409	No	No
4	059 11 0 208.00	SINGLE FAMILY	624  ROWAN CT		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	120500		20150407-0030112	No	No
4	069 03 0 103.00	RESIDENTIAL COMBO/MISC	4316  DRAKE WOOD LN		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	23500		20150324-0025111	No	No
5	050 11 0A 048.00	SINGLE FAMILY	3268  RAINWOOD DR		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	120000		20150324-0025378	No	No
5	060 02 0 218.00	SINGLE FAMILY	3007  CARTERWOOD CT		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	129000		20150324-0025138	No	No
6	042 08 0 130.00	SINGLE FAMILY	917  HERITAGE VIEW CT		MADISON	3/20/2015	3	Mar	20	2015	3/20/2015	97900		20150323-0024537	No	No
6	052 12 0 057.00	SINGLE FAMILY	644  CANTON PASS		MADISON	3/20/2015	3	Mar	20	2015	3/20/2015	129000		20150324-0025386	No	No
6	052 16 0 066.00	SINGLE FAMILY	1216 A  BERWICK TRL		MADISON	3/20/2015	3	Mar	20	2015	3/20/2015	173500		20150406-0029596	No	Yes
6	053 14 0 132.00	SINGLE FAMILY	201  NAWAKWA TRL		MADISON	3/20/2015	3	Mar	20	2015	3/20/2015	109900		20150324-0025112	No	No
6	061 07 0 005.00	SINGLE FAMILY	4607  GRINSTEAD PL		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	189900		20150326-0025947	No	No
6	061 15 0 283.00	DUPLEX	3901  KINGSWOOD AVE		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	218500		20150324-0025153	No	No
6	063 02 0 115.00	SINGLE FAMILY	1453  OCOEE TRL		MADISON	3/20/2015	3	Mar	20	2015	3/20/2015	80500		20150324-0025367	No	No
6	071 11 0A 002.00	RESIDENTIAL CONDO	1414 B  STAINBACK AVE		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	245000		20150326-0026162	No	No
6	072 06 0 121.00	SINGLE FAMILY				3/20/2015	3	Mar	20	2015	3/20/2015	80000		20150320-0024406	No	No
6	082 08 0 098.00	SINGLE FAMILY	840  SEYMOUR AVE		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	249000		20150330-0026942	No	No
6	083 05 0 075.00	SINGLE FAMILY	1026  CHICAMAUGA AVE		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	445734		20150324-0025314	No	No
6	084 01 0 035.00	SINGLE FAMILY	812  ROSEBANK AVE		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	268000		20150320-0024393	No	No
7	052 13 0B 420.00	SINGLE FAMILY	3135  PENN MEADE WAY		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	157900		20150324-0025339	No	No
7	053 03 0 293.00	SINGLE FAMILY	1500  ELLISTON ST		OLD HICKORY	3/20/2015	3	Mar	20	2015	3/20/2015	106000		20150323-0024664	No	No
7	053 06 0B 013.00	SINGLE FAMILY	2248  RIVERWAY DR		OLD HICKORY	3/20/2015	3	Mar	20	2015	3/20/2015	138000		20150325-0025605	No	No
7	063 16 0C 063.00	RESIDENTIAL CONDO	5207  SOUTHFORK BLVD		OLD HICKORY	3/20/2015	3	Mar	20	2015	3/20/2015	168000		20150326-0025954	No	No
7	064 16 0D 230.00	SINGLE FAMILY	3004  REMINGTON PARK LN		HERMITAGE	3/20/2015	3	Mar	20	2015	3/20/2015	173000		20150326-0025902	No	No
7	076 05 0 150.00	SINGLE FAMILY	808  STONER MILL LN		HERMITAGE	3/20/2015	3	Mar	20	2015	3/20/2015	153900		20150324-0025121	No	No
7	085 04 0A 233.00	SINGLE FAMILY	5109  MOUNTAINBROOK CIR		HERMITAGE	3/20/2015	3	Mar	20	2015	3/20/2015	387568		20150326-0025912	No	No
7	086 13 0 018.00	SINGLE FAMILY	3632  PIERSIDE DR		HERMITAGE	3/20/2015	3	Mar	20	2015	3/20/2015	141500		20150325-0025503	No	No
7	087 01 0 026.00	SINGLE FAMILY	4537  RACCOON TRL		HERMITAGE	3/20/2015	3	Mar	20	2015	3/20/2015	187000		20150324-0025094	No	No
7	095 05 0 001.00	SINGLE FAMILY	1902  DAHLIA CIR		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	118000		20150327-0026497	No	No
8	108 03 0A 016.00	RESIDENTIAL CONDO	930  PATIO DR		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	87900		20150326-0026177	No	No
8	108 12 0 194.00	SINGLE FAMILY	1605  ELM RUN		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	143600		20150326-0025936	No	No
8	109 08 0A 030.00	SINGLE FAMILY	3108  COOKS CT		HERMITAGE	3/20/2015	3	Mar	20	2015	3/20/2015	392185		20150323-0024544	No	No
8	135 12 0E 022.00	RESIDENTIAL CONDO	2514  NASHBORO BLVD		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	125000		20150325-0025727	No	No
8	135 12 0E 265.00	RESIDENTIAL CONDO	2720  NASHBORO BLVD		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	144900		20150324-0025234	No	No
8	135 16 0A 096.00	SINGLE FAMILY	2540  SOMERSET DR		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	179900		20150324-0025335	No	No
8	150 14 0B 013.00	SINGLE FAMILY	4529  HAMILTON LN		ANTIOCH	3/20/2015	3	Mar	20	2015	3/20/2015	180000		20150325-0025692	No	No
9	081 08 2M 002.00	RESIDENTIAL CONDO	506 B  BUCHANAN ST		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	445000		20150331-0027499	No	No
9	081 08 4B 023.00	RESIDENTIAL CONDO	1813  7TH AVE N	105	NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	329900		20150327-0026786	No	No
9	082 13 0E 312.00	RESIDENTIAL CONDO	817  3RD AVE N	312	NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	230350		20150324-0025128	No	No
9	082 14 0A 046.00	RESIDENTIAL CONDO	916  1ST AVE N		NASHVILLE	3/20/2015	3	Mar	20	2015	3/20/2015	189000		20150330-0027311	No	No
2	117 03 0A 050.00	RESIDENTIAL CONDO	3000  HILLSBORO PIKE	50	NASHVILLE	3/21/2015	3	Mar	21	2015	3/21/2015	207500		20150330-0027371	No	No
1	119 06 0 002.00	SINGLE FAMILY	104  PEACHTREE ST		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	130000		20150326-0025963	No	No
1	133 07 0 268.00	SINGLE FAMILY	190  EMPIRE DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	175000		20150407-0030299	No	No
1	162 07 0 230.00	DUPLEX	213  LEESHAN CT		ANTIOCH	3/23/2015	3	Mar	23	2015	3/23/2015	136000		20150327-0026595	No	No
1	171 03 0B 290.00	RESIDENTIAL CONDO	601  OLD HICKORY BLVD	107	BRENTWOOD	3/23/2015	3	Mar	23	2015	3/23/2015	187000		20150325-0025804	No	No
1	171 08 0A 075.00	SINGLE FAMILY	1073  BEECH TREE LN		BRENTWOOD	3/23/2015	3	Mar	23	2015	3/23/2015	342500		20150327-0026701	No	No
1	171 08 0A 091.00	SINGLE FAMILY	1001  BEECH TREE LN		BRENTWOOD	3/23/2015	3	Mar	23	2015	3/23/2015	351000		20150325-0025512	No	No
1	172 00 0 161.00	SINGLE FAMILY	131  HOLT HILLS RD		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	192000		20150326-0025993	No	No
1	172 02 0 111.00	SINGLE FAMILY	6028  DEER TRCE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	379500		20150406-0029536	No	No
1	182 06 0A 399.00	SINGLE FAMILY	9024  RISTAU DR		ANTIOCH	3/23/2015	3	Mar	23	2015	3/23/2015	150000		20150325-0025562	No	No
1	186 04 0A 359.00	SINGLE FAMILY	9157  MACAULEY LN		NOLENSVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	425827		20150324-0025359	No	No
1	188 10 0A 055.00	SINGLE FAMILY	2027  OAK TRAIL DR		NOLENSVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	199900		20150325-0025522	No	No
2	091 13 0 230.00	SINGLE FAMILY	424  CROLEY DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	150000		20150326-0026219	No	No
2	092 13 0F 002.00	RESIDENTIAL CONDO	3314 B  ELKINS AVE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	295000		20150325-0025693	No	No
2	102 08 0 037.00	SINGLE FAMILY	843  RUSSLEO DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	298000		20150326-0025959	No	No
2	103 15 0B 077.00	RESIDENTIAL CONDO	4487  POST PL	77	NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	187900		20150325-0025725	No	No
2	104 14 0G 015.00	SINGLE FAMILY	29  BOSLEY OAKS		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	790000		20150325-0025397	No	No
2	105 10 0A 113.00	RESIDENTIAL CONDO	2020  BEECH AVE	A11	NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	140000		20150327-0026453	No	No
2	131 01 0D 171.00	RESIDENTIAL CONDO	5025  HILLSBORO PIKE	20-E	NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	165000		20150330-0027300	No	No
2	131 02 0A 104.00	RESIDENTIAL CONDO	2116  HOBBS RD	N-4	NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	142900		20150407-0030478	No	No
2	131 06 0 016.00	SINGLE FAMILY	2012  CASTLEMAN DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	480000		20150326-0026002	No	No
2	132 05 0 141.00	SINGLE FAMILY	882  GLENDALE LN		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	715000		20150402-0028588	No	No
2	142 06 0B 271.00	RESIDENTIAL CONDO	810  BELLEVUE RD	271	NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	80000		20150327-0026583	No	No
2	155 12 0B 016.00	SINGLE FAMILY	605  COLLINS CREST CT		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	329900		20150327-0026655	No	No
2	156 01 0B 025.00	SINGLE FAMILY	313  HARPETH VIEW CIR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	307000		20150327-0026624	No	No
2	156 09 0 036.00	SINGLE FAMILY	5800  TEMPLEGATE DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	350000		20150326-0026007	No	No
2	158 03 0 068.00	SINGLE FAMILY	2001  EARLINGTON DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	435000		20150325-0025552	No	No
3	113 00 0 143.00	SINGLE FAMILY	8039  QUAIL CREEK RD		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	825000		20150324-0025353	No	No
3	126 14 0A 147.00	SINGLE FAMILY	8564  BEAUTIFUL VALLEY DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	326885		20150325-0025598	No	No
3	126 16 0A 553.00	SINGLE FAMILY	7705  RIVERVIEW BEND DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	308000		20150327-0026356	No	No
3	126 16 0A 627.00	SINGLE FAMILY	7441  RIVERLAND DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	221500		20150331-0027692	No	No
4	059 11 0 211.00	SINGLE FAMILY	667  ROWAN DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	114000		20150326-0025829	No	No
5	018 07 0 082.00	SINGLE FAMILY	107  CHARLESTON DR		GOODLETTSVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	155000		20150330-0026903	No	No
5	050 14 0 155.00	SINGLE FAMILY	3214  WILMOTH CT		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	74000		20150324-0024994	No	No
6	071 15 0 181.00	SINGLE FAMILY	1337  PENNOCK AVE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	132000		20150326-0026317	No	No
6	072 09 0O 002.00	RESIDENTIAL CONDO	924 B  DELMAS AVE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	303702		20150325-0025754	No	No
6	072 12 0 210.00	SINGLE FAMILY	1704  LITTON AVE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	229550		20150327-0026589	No	No
6	072 14 0 024.00	SINGLE FAMILY	2609  NELDIA CT		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	140000		20150325-0025579	No	No
6	082 03 0 298.00	SINGLE FAMILY	1010  PENNOCK AVE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	143000		20150326-0025951	No	No
6	082 12 0F 003.00	RESIDENTIAL CONDO	904  SMILEY ST		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	287900		20150330-0027245	No	No
6	083 01 0 153.00	SINGLE FAMILY	1042  SHARPE AVE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	145850		20150326-0025971	No	No
6	083 13 0C 019.00	RESIDENTIAL CONDO	211 A  S 11TH ST		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	342900		20150325-0025572	No	No
6	094 01 0 193.00	SINGLE FAMILY	724  S 13TH ST		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	184000		20150407-0030236	No	No
7	086 12 0A 100.00	SINGLE FAMILY	224  WINDMILL TRL		HERMITAGE	3/23/2015	3	Mar	23	2015	3/23/2015	249900		20150327-0026488	No	No
7	095 04 0 213.00	SINGLE FAMILY	2605  BLUEFIELD AVE		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	345000		20150325-0025569	No	No
7	096 10 0 160.00	SINGLE FAMILY	2819  DUNMORE DR		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	72000		20150326-0025835	No	No
8	098 13 0C 054.00	SINGLE FAMILY	1312  FISHERS MEADOWS CV		HERMITAGE	3/23/2015	3	Mar	23	2015	3/23/2015	334000		20150326-0026020	No	No
8	108 12 0B 071.00	SINGLE FAMILY	2208  S ASHFORD		NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	205000		20150327-0026557	No	No
8	148 03 0 128.00	SINGLE FAMILY	238  OVERBY DR		ANTIOCH	3/23/2015	3	Mar	23	2015	3/23/2015	124000		20150324-0025108	No	No
9	093 09 0C 140.00	RESIDENTIAL CONDO	1212  LAUREL ST	1308	NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	417874		20150325-0025808	No	No
9	093 09 0C 172.00	RESIDENTIAL CONDO	1212  LAUREL ST	1510	NASHVILLE	3/23/2015	3	Mar	23	2015	3/23/2015	299508		20150323-0024966	No	No
1	119 06 0 188.00	SINGLE FAMILY	69  ELBERTA ST		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	210000		20150326-0025997	No	No
1	133 11 0 045.00	SINGLE FAMILY	3826  SAM BONEY DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	118000		20150325-0025492	No	No
1	148 01 0 029.00	SINGLE FAMILY	3709  HILLBROOK DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	101500		20150325-0025556	No	No
1	161 11 0D 074.00	RESIDENTIAL CONDO	410  ENGLISH IVY DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	128000		20150327-0026477	No	No
1	162 08 0 006.00	SINGLE FAMILY	60  TUSCULUM RD		ANTIOCH	3/24/2015	3	Mar	24	2015	3/24/2015	158000		20150326-0026175	No	No
1	172 13 0A 108.00	SINGLE FAMILY	805  FABERT CIR		BRENTWOOD	3/24/2015	3	Mar	24	2015	3/24/2015	374613		20150327-0026669	No	No
1	172 14 0B 027.00	SINGLE FAMILY	4581  WINFIELD DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	375000		20150325-0025815	No	No
1	181 14 0A 067.00	RESIDENTIAL CONDO	8245  ROSSI RD		BRENTWOOD	3/24/2015	3	Mar	24	2015	3/24/2015	185000		20150325-0025438	No	No
2	103 04 0 304.00	SINGLE FAMILY	209  SENTINEL DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	397000		20150325-0025714	No	No
2	117 01 0 201.00	SINGLE FAMILY	3617  SARATOGA DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	999900		20150326-0025920	No	No
2	117 03 0H 117.00	RESIDENTIAL CONDO	2600  HILLSBORO PIKE	117	NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	357000		20150327-0026691	No	No
2	131 08 0K 001.00	RESIDENTIAL CONDO	1127 A  GLENDALE LN		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	982500		20150331-0027485	No	No
2	131 11 0 063.00	SINGLE FAMILY	4608  BENTON SMITH RD		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	417000		20150410-0031906	No	No
2	141 12 0D 143.00	RESIDENTIAL CONDO	143  MORTON MILL CIR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	186000		20150327-0026544	No	No
2	142 09 0D 170.00	RESIDENTIAL CONDO	8527  SAWYER BROWN RD		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	205000		20150327-0026774	No	No
2	157 08 0A 039.00	SINGLE FAMILY	110  MIDDLETON CIR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	875000		20150325-0025547	No	No
3	114 07 0B 178.00	SINGLE FAMILY	1761  HALEYS HOPE CT		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	299900		20150326-0026272	No	No
6	052 01 0 182.00	SINGLE FAMILY	235  ROBINWOOD AVE		MADISON	3/24/2015	3	Mar	24	2015	3/24/2015	110000		20150325-0025501	No	No
6	072 10 0 018.00	SINGLE FAMILY	2901  DAVIS AVE		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	100000		20150326-0025818	No	No
6	072 10 0 018.00	SINGLE FAMILY	2901  DAVIS AVE		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	100000		20150402-0028705	No	No
6	073 09 0 058.00	SINGLE FAMILY	2409  MCGINNIS DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	210000		20150326-0025975	No	No
6	083 07 0 355.00	DUPLEX	921  RIVERSIDE DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	154500		20150331-0027456	No	No
7	063 16 0B 175.00	SINGLE FAMILY	1012  TONYAWOOD DR		OLD HICKORY	3/24/2015	3	Mar	24	2015	3/24/2015	180000		20150407-0030254	No	No
7	073 08 0 003.00	SINGLE FAMILY	2860  MCGAVOCK PIKE		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	305000		20150326-0026150	No	No
7	084 14 0 111.00	SINGLE FAMILY	226  AMHERST DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	150000		20150402-0029060	No	No
7	087 02 0 018.00	SINGLE FAMILY	1416  WHITETAIL CT		HERMITAGE	3/24/2015	3	Mar	24	2015	3/24/2015	224900		20150327-0026715	No	No
7	095 11 0 141.01	SINGLE FAMILY	409  SPRINGVIEW DR		NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	102500		20150330-0026880	No	No
8	148 07 0 065.00	SINGLE FAMILY	117  DENISE DR		ANTIOCH	3/24/2015	3	Mar	24	2015	3/24/2015	144900		20150327-0026460	No	No
8	150 12 0A 102.00	SINGLE FAMILY	3600  SEASONS DR		ANTIOCH	3/24/2015	3	Mar	24	2015	3/24/2015	150000		20150326-0026053	No	No
9	081 08 0R 015.00	RESIDENTIAL CONDO	600  GARFIELD ST	14	NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	235000		20150326-0025967	No	No
9	081 08 4B 020.00	RESIDENTIAL CONDO	1813  7TH AVE N	101	NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	339900		20150326-0026159	No	No
9	093 05 2B 021.00	RESIDENTIAL CONDO	700  CHURCH ST	405	NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	216000		20150326-0026081	No	No
9	093 09 0C 192.00	RESIDENTIAL CONDO	1212  LAUREL ST	1615	NASHVILLE	3/24/2015	3	Mar	24	2015	3/24/2015	646110		20150330-0027352	No	No
1	146 12 0 100.00	SINGLE FAMILY	503  ARROWWOOD DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	383766		20150327-0026376	No	No
1	162 13 0 123.00	SINGLE FAMILY	120  VICKEY CT		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	84500		20150325-0025794	No	No
1	174 01 0A 095.00	SINGLE FAMILY	1100  SHIRE DR		ANTIOCH	3/25/2015	3	Mar	25	2015	3/25/2015	149000		20150326-0026138	No	No
1	181 02 0B 012.00	SINGLE FAMILY	6723  SUNNYWOOD DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	174900		20150327-0026762	No	No
1	181 14 0A 066.00	RESIDENTIAL CONDO	8243  ROSSI RD		BRENTWOOD	3/25/2015	3	Mar	25	2015	3/25/2015	165500		20150327-0026768	No	No
1	187 05 0A 128.00	RESIDENTIAL CONDO	729  WESTCOTT LN		NOLENSVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	187900		20150327-0026757	No	No
2	091 15 0 189.00	SINGLE FAMILY	5108  DAKOTA AVE		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	679900		20150327-0026352	No	No
2	102 04 0A 109.00	RESIDENTIAL CONDO	409  AMERICAN RD	109	NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	173500		20150326-0026166	No	No
2	104 13 0B 074.00	RESIDENTIAL CONDO	401  BOWLING AVE	82	NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	392500		20150325-0025603	No	No
2	117 07 0 035.00	SINGLE FAMILY	1823  LOMBARDY AVE		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	465000		20150327-0026593	No	No
2	117 08 0U 001.00	RESIDENTIAL CONDO	1229 A  BATTLEFIELD DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	552834		20150330-0027257	No	No
2	118 02 0W 001.00	RESIDENTIAL CONDO	2810  VAULX LN		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	480500		20150326-0026077	No	No
2	131 14 0 022.00	SINGLE FAMILY	4636  TARA DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	375000		20150402-0028701	No	No
2	141 06 0D 071.00	RESIDENTIAL CONDO	3145  HARPETH SPRINGS DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	154900		20150407-0030261	No	No
2	142 15 0 021.00	SINGLE FAMILY	612  HARPETH BEND DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	163000		20150330-0026930	No	No
3	081 07 0 237.00	SINGLE FAMILY	1912  16TH AVE N		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	45000		20150326-0025979	No	No
3	081 07 0 237.00	SINGLE FAMILY	1912  16TH AVE N		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	24000		20150326-0025978	No	No
3	081 08 0 029.00	SINGLE FAMILY	1806  10TH AVE N		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	55000		20150326-0025985	No	No
3	081 08 0 029.00	SINGLE FAMILY	1806  10TH AVE N		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	24000		20150326-0025984	No	No
3	081 15 0 133.00	SINGLE FAMILY	1824  UNDERWOOD ST		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	299900		20150402-0028657	No	No
3	081 15 0 144.00	SINGLE FAMILY	1813  UNDERWOOD ST		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	54000		20150327-0026740	No	No
3	090 16 0 251.00	SINGLE FAMILY	6424  THUNDERBIRD DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	185000		20150330-0027379	No	No
3	091 02 0 013.00	SINGLE FAMILY	6206  NEW YORK AVE		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	140000		20150326-0026036	No	No
4	071 14 0 013.00	DUPLEX	1205  KATIE AVE		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	88000		20150327-0026465	No	No
6	043 05 0 262.00	DUPLEX	737  CEDARCREST AVE		MADISON	3/25/2015	3	Mar	25	2015	3/25/2015	75000		20150327-0026649	No	No
6	043 10 0B 080.00	RESIDENTIAL CONDO	555  N DUPONT AVE	80	MADISON	3/25/2015	3	Mar	25	2015	3/25/2015	54000		20150330-0027413	No	No
6	052 16 0A 081.00	RESIDENTIAL CONDO	1301  NEELYS BEND RD	81	MADISON	3/25/2015	3	Mar	25	2015	3/25/2015	20000		20150410-0031554	No	No
6	071 15 0 319.00	SINGLE FAMILY	1218  N 2ND ST		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	120000		20150330-0026831	No	No
6	072 16 0 109.00	SINGLE FAMILY	1605  TAMMANY DR		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	180000		20150402-0028685	No	No
6	083 01 0 323.00	SINGLE FAMILY	1110  N 14TH ST		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	155000		20150326-0026029	No	No
6	083 10 0 042.00	SINGLE FAMILY	405  N 17TH ST		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	375000		20150330-0027047	No	No
6	083 13 0 421.00	SINGLE FAMILY	1512  FATHERLAND ST		NASHVILLE	3/25/2015	3	Mar	25	2015	3/25/2015	360000		20150331-0027687	No	No
